SMILES,DrugClass
O=C1N(C2=CC=CC=C2C)C(CF)=NC3=C1C=C(N)C=C3,Unknown
C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=CN(C3=NC=CC=C32)CC3=CC=C(C=C3)F,Cannabinoids
FC1=CC=C(C=C1)CN1C=2C(=CC=C1)C(=CN2)C(=O)NC21CC3CC(CC(C2)C3)C1,Cannabinoids
O=C(NC1(C[C@H](C2)C3)C[C@H]3C[C@H]2C1)CC4=CN(CC5=CC=C(F)C=C5)C6=C4C=CC=C6,Cannabinoids
CN(C1(CCCCC1)CNC(C1=CC=CC=C1)=O)C,Opioids
O=C(NCC1(N(C)C)CCCCC1)C2=CC=C(Cl)C(Cl)=C2,Opioids
ClC=1C=C(C(=O)NCC2(CCCCC2)N2CCCCC2)C=CC1Cl,Opioids
ClC=1C=C(C(=O)NCC2(CCCCC2)N2CCN(CC2)C)C=CC1Cl,Opioids
ClC1=CC=C(C(=O)NCC2(CCCCC2)N(C)C)C=C1,Opioids
ClC=1C=C(C(=O)NCC2(CCCCC2)N(C)C)C=CC1,Opioids
ClC1=C(C(=O)NCC2(CCCCC2)N(C)C)C=CC=C1,Opioids
O=C(C1=NN(CCCCC)C2=C1C=CC=C2)NC34CC5CC(C4)CC(C5)C3,Cannabinoids
O=C(C1=NN(CCCC(O)C)C2=C1C=CC=C2)NC3(C4)CC5CC4CC(C5)C3,Cannabinoids
C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=NN(C3=CC=CC=C23)CCCCCO,Cannabinoids
O=C(O)CCCCn1nc(C(=O)NC23CC4CC(CC(C4)C2)C3)c2ccccc21,Cannabinoids
O=C(C1=NN(CCCCC)C2=C1C=CC=C2)OC34CC5CC(C4)CC(C5)C3,Cannabinoids
O=C(C1=NN(CCN2CCCCC2)C3=C1C=CC=C3)NC45CC6CC(C5)CC(C6)C4,Cannabinoids
O=C([C@H](C=C12)CN(C)[C@]2([H])CC3=CN(C(C)=O)C4=C3C1=CC=C4)N(CC)CC,Indolalkylamines
COC1=C(CC(N)C)C=C(C(=C1)SCC)OC,Phenethylamines
COC1=C(CC(N)C)C=C(C(=C1)SC(C)C)OC,Phenethylamines
BrC=1C=CC2=C(C(=NCC=3N2C(=NN3)CO)C3=CC=CC=C3)C1,Benzodiazepines
CCC(N(C1(COC)CCN(CCN2N=NN(CC)C2=O)CC1)C3=CC=CC=C3)=O,Opioids
[H][C@@]1(CN(CC=C)[C@]2([H])CC3=CNC4=CC=CC(=C34)C2=C1)C(=O)N(CC)CC,Indolalkylamines
NCCC1=CC(OC)=C(OCC=C)C(OC)=C1,Phenethylamines
CC1CN(CCC1N(C(CC)=O)C1=CC=CC=C1)C(CC1=CC=CC=C1)C,Opioids
CC(CC1=CC=CC=C1)(C)N1CCC(CC1)N(C(CC)=O)C1=CC=CC=C1,Opioids
CN(C(C(=O)C1=CC=CC=C1)CCCC)C,Cathinones
CCC(N)CC1=CNC2=C1C=CC=C2,Indolalkylamines
CC(C)(C)C(NCC)C(C1=CC=CC=C1)=O,Cathinones
ClC1=C(C=CC=C1)C1=NCC=2N(C3=C1C=C(C=C3)[N+](=O)[O-])C(=NN2)CO,Benzodiazepines
BrC=1C=CC2=C(C(=NCC=3N2C(=NN3)CO)C3=C(C=CC=C3)F)C1,Benzodiazepines
C1C2=CN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4F)CO,Benzodiazepines
OCC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12,Benzodiazepines
ClC1=C(C=CC=C1)C=1C=2C=C(SC2N2C(=NN=C2CN1)C)C(C)O,Benzodiazepines
ClC1=CC=2C(=NCC3=NN=C(N3C2C=C1)CO)C1=C(C=CC=C1)F,Benzodiazepines
C1C2=NN=C(N2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4Cl)CO,Benzodiazepines
CCCCC(NCC(C)C)C(C1=CC=CC=C1)=O,Cathinones
COC(C(=O)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1)C,Opioids
CC(N(C1=CC=CC=C1)C2CCN(C(C)CC3=CC=CC=C3)CC2)=O,Opioids
CC(C(=O)N(C1CCN(CC1)CCC1=CC=CC=C1)C1=CC=CC=C1)CC,Opioids
CCCC(N(C1=CC=CC=C1)C2CCN(C(C)CC3=CC=CC=C3)CC2)=O,Opioids
CCC(N(C1CCN(C(C)CC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,Opioids
CCC(N(C1=CC=CC=C1)C2CCN(C(C)CC3=CC=CS3)CC2)=O,Opioids
C1(=CC=CC=C1)N(C(C=C)=O)C1CCN(CC1)C(CC1=CC=CC=C1)C,Opioids
CNC(C(C)(O)C1=CC=CC=C1)C,Phenethylamines
CC(C)C(N(C1=CC=CC=C1)C2CCN(C(C)CC3=CC=CC=C3)CC2)=O,Opioids
FC1=CC=C(C=C1)N(C(CC)=O)C1CCN(CC1)C(CC1=CC=CC=C1)C,Opioids
C1(=CC=CC=C1)C(C(CC)N1CCCC1)=O,Cathinones
CCC(N1CCCC1)C(C2=CC=CS2)=O,Cathinones
C1(CCCCC1)C(C(=O)C1=CC=CC=C1)N1CCCC1,Cathinones
C1(=CC=CC=C1)C(C(CCCC)N1CCCC1)=O,Cathinones
CC(CC(C(=O)C1=CC=CC=C1)N1CCCC1)C,Cathinones
C1(=CC=CC=C1)C(C(C)N1CCCC1)=O,Cathinones
O=C(C1=CC=CC=C1)C(N2CCCC2)COC,Cathinones
CCCC(N1CCCC1)C(C2=CC=CC=C2)=O,Cathinones
CCCC(N1CCCC1)C(C2=CC=CS2)=O,Cathinones
C1(=CC=CC=C1)C(C(N1CCCC1)C1=CC=CC=C1)=O,Cathinones
CC(N(C)C)CC1=CNC2=C1C=CC=C2,Indolalkylamines
ClC1=CC2=C(C=C1)N3C(C)=NN=C3CN=C2C4=CC=CC=C4,Benzodiazepines
O=C(C1=CC(Cl)=CC=C1N2C(CN)=NN=C2C)C3=CC=CC=C3,Benzodiazepines
O=C(C1=CN(C[C@@H]2N(C)CCCC2)C3=C1C=CC=C3)C4=C5C=CC=CC5=CC=C4,Cannabinoids
O=C(C1=CN(C2CN(C)CCCC2)C3=C1C=CC=C3)C4=C5C=CC=CC5=CC=C4,Cannabinoids
FCCCCCN1C=C(C(=O)C2=CC=CC3=CC=CC=C23)C2=C1C=C(C=C2)N(=O)=O,Cannabinoids
CN1CCCCC1CN1C=C(C(=O)C2=C(I)C=CC(=C2)N(=O)=O)C2=CC=CC=C12,Cannabinoids
O=C(C12CC3CC(C2)CC(C3)C1)C4=CN(CC5N(C)CCCC5)C6=C4C=CC=C6,Cannabinoids
O=C(C12CC3CC(C2)CC(C3)C1)C4=CN(C5CN(C)CCCC5)C6=C4C=CC=C6,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)C3=C4C=CC=CC4=CC=C3,Cannabinoids
FCCCCCN1C(=C(C2=CC=CC=C12)C(=O)C1=CC=CC2=CC=CC=C12)O,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=C(O)C=C2)C3=C4C=CC=CC4=CC=C3,Cannabinoids
FCCCCCN1C=C(C2=CC=C(C=C12)O)C(=O)C1=CC=CC2=CC=CC=C12,Cannabinoids
FCCCCCN1C=C(C2=CC=CC(=C12)O)C(=O)C1=CC=CC2=CC=CC=C12,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)NC3=C4N=CC=CC4=CC=C3,Cannabinoids
FCC(CCCN1C=C(C2=CC=CC=C12)C(=O)C1=CC=CC2=CC=CC=C12)O,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)C3=C4C=CC=CC4=C(OC)C=C3,Cannabinoids
N#CCCCCN1C=C(C(C2=C3C=CC=CC3=CC=C2)=O)C4=C1C=CC=C4,Cannabinoids
O=C(C1=CC=CC=C1I)C2=CN(CC3N(C)CCCC3)C4=C2C=CC=C4,Cannabinoids
IC1=C(C=CC=C1)C(=O)C1=CN(C2=CC=CC=C12)C1CN(CCCC1)C,Cannabinoids
OC[C@@H](C)NC(CCCCCCC/C=C\CCCCCCCC)=O,Cannabinoids
O=C(C1=C(C)N(CCN2CCOCC2)C3=C1C=CC(I)=C3)C4=CC=C(OC)C=C4,Cannabinoids
O=C(C1=CC=CC=C1I)C2=CN(CCCCC)C3=C2C=CC=C3,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)C3=CC=CC=C3I,Cannabinoids
O=C(C1=CN(CCCCCCl)C2=C1C=CC=C2)C3=CC=CC=C3I,Cannabinoids
O=C(C1=CC=CC=C1CC)C2=CN(CCCCCF)C3=C2C=CC=C3,Cannabinoids
O=C(C1=CN(CCCCCF)C2=C1C=CC=C2)C3=CC=CC=C3C,Cannabinoids
O=C(c1ccccc1I)c1cn(CCCCCO)c2ccccc12,Cannabinoids
O=C(O)CCCCn1cc(C(=O)c2ccccc2I)c2ccccc21,Cannabinoids
C1C2CC3CC1CC(C2)(C3)N,Unknown
CC(NC)C(C1=C2C=CC=CC2=CC=C1)=O,Cathinones
CC(C)[C@@H](C(OC)=O)NC(C1=NN(CCCCC)C2=C1C=CC=C2)=O,Cannabinoids
CC(C)[C@@H](C(OC)=O)NC(C1=CN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)=O,Cannabinoids
FC1=CC=C(C=C1)CN1N=C(C2=CC=CC=C12)C(=O)N[C@H](C(=O)OC)C(C)C,Cannabinoids
CC(C)[C@@H](C(O)=O)NC(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)=O,Cannabinoids
CC([C@@H](C(=O)O)NC(=O)C1=CN(C2=CC=CC=C12)CCCCC)C,Cannabinoids
CC(N(CC)CC)C(C1=CC=CC=C1)=O,Cathinones
C1(=CC=CC=C1)C1CN=C(O1)N,Phenethylamines
NC(CC1=CC=CC=C1)C,Phenethylamines
CCCNC(C)CC1=CC=CC=C1,Phenethylamines
CC(N)CC1=CNC2=C1C=CC=C2,Indolalkylamines
CCCC(N1CCCC1)C(C2=C3C=CC=CC3=CC=C2)=O,Cathinones
CCCC(=O)N1CCN(CC1)C/C=C/C2=CC=CC=C2,Opioids
C(C=CC1=CC=CC=C1)N1CC(N(C(C1)C)C(CC)=O)C,Opioids
CC(C(C1=CC=CC=C1)C(N)=O)=O,Unknown
O=C(C1=CN(CCCCC)C2=C1C=CC=C2)NC34CC5CC(C4)CC(C5)C3,Cannabinoids
O=C(C1=CN(CCCC(O)C)C2=C1C=CC=C2)NC34CC5CC(C4)CC(C5)C3,Cannabinoids
C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=CN(C3=CC=CC=C23)CCCCCO,Cannabinoids
C12(CC3CC(CC(C1)C3)C2)NC(=O)C2=CN(C3=CC=CC=C23)CCCCC(=O)O,Cannabinoids
CCCCCCCC(N1CCCC1)C(C2=CC=CC=C2)=O,Cathinones
C12(CC3CC(CC(C1)C3)C2)NS(=O)(=O)C2=CC=C(C3=CC=CC=C23)OCCCCC,Cannabinoids
NC(C(CC1=CC=CC=C1)NC(=O)C1=NN(C2=CC=CC=C12)CCCC)=O,Cannabinoids
C(CCC)N1N=C(C2=CC=CC=C12)C(=O)NC(C(=O)O)CC1=CC=CC=C1,Cannabinoids
O=C(C1=NN(CC2CCCCC2)C3=C1C=CC=C3)N[C@@H](CC4=CC=CC=C4)C(N)=O,Cannabinoids
O=C(C1=NN(CC2=CC=C(F)C=C2)C3=C1C=CC=C3)NC(CC4=CC=CC=C4)C(N)=O,Cannabinoids
O=C(C1=CN(CCCCC)C2=C1C=CC=C2)N[C@@H](CC3=CC=CC=C3)C(N)=O,Cannabinoids
C(CCCC)N1C=C(C2=CC=CC=C12)C(=O)NC(C(=O)O)CC1=CC=CC=C1,Cannabinoids
O=C(C1=CCCN(C)C1)OC,Plants & extracts
ClC1=CC2=C(N(CCC(N2C2=CC=CC=C2)=O)C(=O)OCC)C=C1,Benzodiazepines
O=C(C1=NN(CC2CCOCC2)C3=C1C=CC=C3)NC4C5CC6CC(C5)CC4C6,Cannabinoids
CC1=CC=CC=C1O[C@@H](C2=CC=CC=C2)CCNC,Unknown
[H][C@@](CO)(C(=O)O[C@]1([H])C[C@]2([H])CC[C@]([H])(C1)N2C)C1=CC=CC=C1,Unknown
O=C(c1cn(Cc2ccc(F)cc2)c2ccccc12)N1CCC1,Cannabinoids
CC1(C)C(C(=O)NN=C2C(=O)N(CCCCCF)c3ccccc32)C1(C)C,Cannabinoids
O=C(O)CC(C1=CC=C(Cl)C=C1)CN,Unknown
FC(CCCS(=O)(=O)OC1=CC(=CC=C1)OC1=C2C[C@@H](CC2=CC=C1)CO)(F)F,Cannabinoids
O=S(CCCC(F)(F)F)(OC1=CC=CC(OC2=CC=CC(C(F)(F)F)=C2C#N)=C1)=O,Cannabinoids
O=C(C1=CN(CC2CCCCC2)C3=C1C=CC=C3)OC4=C5N=CC=CC5=CC=C4,Cannabinoids
O=C(C1=CN(CC2CCCCC2)C3=C1C=CC=C3)O,Cannabinoids
CCC(N)CC1=CC=C(OCO2)C2=C1,Phenethylamines
N1C(=C(C2=CC=CC=C12)CCN(C)C)C=1NC2=CC=CC=C2C1CCN(C)C,Indolalkylamines
S1C(=CC2=C1C=CC=C2)C2(CCCCC2)N2CCCCC2,Arylcyclohexylamines
C1(=CC=CC=C1)C1=C2C(=NC(CN1)=O)SC1=C2CCCC1,Benzodiazepines
[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(C1=CC=CC=C1)C1=CC=CC=C1)N2C,Unknown
C(C1=CC=CC=C1)NC(C(=O)C1=CC=C(C=C1)C)C,Cathinones
O=C(C1=CC=C(OCO2)C2=C1)N(C3=CC=CC=C3)C4CCN(CCC5=CC=CC=C5)CC4,Opioids
O1C=CC2=C1C=CC(=C2)CCN2CCC(CC2)N(C(CC)=O)C2=CC=CC=C2,Opioids
C1(=CC=CC=C1)C(=O)C1(CCCCC1)N1CCCCC1,Arylcyclohexylamines
[H][C@@]12CC[C@@]([H])(N1C)[C@@]([H])(C(O)=O)[C@]([H])(C2)OC(=O)C1=CC=CC=C1,Unknown
O=C(N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)C4=CC=CC=C4,Opioids
C(C1=CC=CC=C1)N([C@H](CC1=CC=CC=C1)C)C,Phenethylamines
CN(C)CCCOC1=NN(CC2=CC=CC=C2)C3=C1C=CC=C3,Unknown
C1(=CC=CC=C1)N(C(C=C)=O)C1CCN(CC1)CC1=CC=CC=C1,Opioids
O=C(C1(N(C2=CC=CC=C2)C(CC)=O)CCN(CC3=CC=CC=C3)CC1)OC,Opioids
CCC(N(C1CCN(CC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,Opioids
C(C1=CC=CC=C1)NC(=O)C1=NN(C2=CC=CC=C12)CCCCC#N,Cannabinoids
O1COC2=C1C=CC(=C2)C(C(C)NCC2=CC=CC=C2)=O,Cathinones
CC(N(C1=CC=CC=C1)C2CCN(CC(C3=CC=CS3)O)CC2)=O,Opioids
OC(CN1CC(C(CC1)N(C(CC)=O)C1=CC=CC=C1)C)C=1SC=CC1,Opioids
OC(CN1CCC(CC1)(C(=O)OC)N(C(CC)=O)C1=CC=CC=C1)C1=CC=CC=C1,Opioids
CCC(N(C1CCN(CC(O)C2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,Opioids
FC1=CC=C(C=C1)N(C(CC)=O)C1CCN(CC1)CC(C1=CC=CC=C1)O,Opioids
C1(=CC=CC=C1)C(C(CCCC)N1CCCC1)O,Cathinones
OC(CN1CCC(CC1)(COC)N(C(CC)=O)C1=CC=CC=C1)C=1SC=CC1,Opioids
CCC(N(C1CCN(CC(O)C2=CC=CS2)CC1)C3=CC=CC=C3)=O,Opioids
BrC1=CC(=C(C=C1OC)C(CN)OC)OC,Phenethylamines
C1(=CC=CC=C1)N(C(C)=O)C1CCN(CC1)CC(C)C1=CC=CC=C1,Opioids
CCC(N(C1=CC=CC=C1)C2CCN(CC(C3=CC=CC=C3)C)CC2)=O,Opioids
O=C(N)CS(C(C1=CC=C(F)C=C1)C2=CC=C(F)C=C2)=O,Unknown
COC1=C(Br)C=C(OC)C(C(CN)=O)=C1,Arylalkylamines
NCC(=O)C1=C(C=C(C(=C1)OC)I)OC,Phenethylamines
CC(NC)C(C1=CC2=C(CCC2)C=C1)=O,Cathinones
CCCC(NCC)C(C1=CC2=C(CCC2)C=C1)=O,Cathinones
O1C=C(C2=C1C=CC=C2)CC(C)NCC,Arylalkylamines
CC(N)C(C1=CC=C(OCO2)C2=C1)=O,Cathinones
CC(N(C)C)C(C1=CC=C(OCO2)C2=C1)=O,Cathinones
CC(C1=CC=CC=C1)CN,Phenethylamines
NCC(OC)C1=CC(OC)=C(C)C=C1OC,Phenethylamines
NCC(O)C1=C(C=C(C(=C1)OC)Br)OC,Phenethylamines
O=C\1\C=C/[C@]4(/C(=C/1)CC[C@@H]2[C@@H]4CC[C@@]3([C@@H](O)CC[C@@H]23)C)C,Unknown
BrC1=CC=CC2=C1C(N1C(C=3N2C=NC3C(=O)OC(C)(C)C)CCC1)=O,Benzodiazepines
O=C(N([C@@H]1[C@H](C)CN(CCN2N=NN(CC)C2=O)CC1)C3=CC=CC=C3F)COC,Opioids
Brc1ccc(cc1)[C@@]1(CC[C@@](CC1)(O)CCc1ccccc1)N(C)C,Arylcyclohexylamines
BrC1=CC=C(C=C1)NC1C2CC3CC(CC1C3)C2,Unknown
O=C1NC2=CC=C(Br)C=C2C(C3=NC=CC=C3)=NC1,Benzodiazepines
C1=CC=NC(=C1)C(=O)C2=C(C=CC(=C2)Br)N,Benzodiazepines
BrC=1C=CC2=C(C(=NCC=3N2C(=NN3)C)C3=CC=CC=C3)C1,Benzodiazepines
CC(N)CC1=C2C(OC=C2)=C(Br)C3=C1OC=C3,Phenethylamines
BrC1=CC=C(C=C1)C(C)N1CCC(CC1)N1C(NC2=C1C=CC=C2)=O,Opioids
BrC1=CC=2C(=NCC=3N(C2S1)C(=NN3)C)C3=C(C=CC=C3)Cl,Benzodiazepines
S1C(=CC2=C1C=CC=C2)C2(CCCCC2)N2CCCC2,Arylcyclohexylamines
CN(CCC1=CNC2=CC=C(C=C12)O)C,Indolalkylamines
CCC(NC)C(C1=CC=CC=C1)=O,Cathinones
O=C(C1N(CCCC1)CCCC)NC2=C(C)C=CC=C2C,Unknown
C1(CC1)CN1[C@H]2[C@]34[C@@]5(CC1)C=1C(=CC=C(C1O[C@H]5[C@]([C@H](C3)[C@@](C)(C(C)(C)C)O)(CC4)OC)O)C2,Unknown
C(C)(C)(C)NC(C(=O)C1=CC(=CC=C1)Cl)C,Cathinones
C(CCC)OC1=CC=C(C=C1)CC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)[N+](=O)[O-],Opioids
OC1=CC=C2C[C@]3([H])[C@]4(O)CCCC[C@]4(CCN3CC5CCC5)C2=C1,Opioids
O1COC2=C1C=CC(=C2)C(C(CC)NC)=O,Cathinones
C1(=CC=CC=C1)N(C(CCC)=O)C1CCN(CC1)CCC1=CC=CC=C1,Opioids
CCCC(N(C1=CC=CC=C1)C2CCNCC2)=O,Opioids
C(CCC)(=O)N(C1(CCN(CC1)CCC1=CC=CC=C1)C(=O)OC)C1=CC=CC=C1,Opioids
O=C(CCC(O)=O)N(C1CCN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3,Opioids
C(CCC)(=O)N(C1(CCN(CC1)CCC(=O)OC)C(=O)OC)C1=CC=CC=C1,Opioids
O=C\1N(C2=CC=CC=C2/C1=N/NC(C1=CC=CC=C1)=O)CCCC=C,Cannabinoids
C1(CCCCC1)CN1C(\C(\C2=CC=CC=C12)=N/NC(C1=CC=CC=C1)=O)=O,Cannabinoids
C(CCCCCC)N1C(\C(\C2=CC=CC=C12)=N/NC(C1=CC=CC=C1)=O)=O,Cannabinoids
C(CCCCC)N1C(\C(\C2=CC=CC=C12)=N/NC(C1=CC=CC=C1)=O)=O,Cannabinoids
C(CCCCC)N1C(C(C2=CC=CC=C12)=NNC(C1=CC=C(C=C1)O)=O)=O,Cannabinoids
C(CCCC)N1C(C(C2=CC=CC=C12)=NNC(C1=CC=CC=C1)=O)=O,Cannabinoids
C(C1=CC=CC=C1)N1CCNCC1,Piperazine derivates
CN(C(OC1C(N(C2=C(C(=N1)C1=CC=CC=C1)C=C(C=C2)Cl)C)=O)=O)C,Benzodiazepines
CNC1C2CCC(C1C1=CC=CC=C1)C2,Unknown
BrC1=CC=C(C=C1)C(=O)C1(CCC(CC1)(CCC1=CC=CC=C1)O)N(C)C,Unknown
ClC=1C=CC2=C(C(N(CC(N2C)=O)C(=O)N)C2=CC=CC=C2)C1,Benzodiazepines
C1(=CC=CC=C1)CCN1CCC(CC1)(C(=O)OC)N(C(CC)=O)C1=CC=CC=C1,Opioids
C[C@H](N)C(C1=CC=CC=C1)=O,Cathinones
O=C(C1=C2C=CC=CC2=CC=C1)C3=C4C=CC=CC4=C(OCCCCC)C=C3,Cannabinoids
O=C(NC1CC1)CCCCCCCCCCOC2=CC(CCCCC)=CC(O)=C2,Cannabinoids
O=C(NC1CC1)CCCCCCCCCCOC2=CC(O)=CC=C2CCCCCC,Cannabinoids
CCCCCCC(C)(C)C1=CC(O)=CC(OCCCCCCCC(O)=NC2CC2)=C1,Cannabinoids
O=C(C1=CN(CCCCC)C2=C1C=CC=C2)OC3=C4C=CC=CC4=CC=C3,Cannabinoids
[H][C@]1(C[C@@]2([H])C[C@]3([H])N(CCC4=CC(OC)=C(OC)C=C34)C[C@]2([H])CC)NCCC2=CC(O)=C(OC)C=C12,Unknown
C1(CCCCC1)NC(CC1=CN(C2=CC=CC=C12)CC1=CC=C(C=C1)F)=O,Cannabinoids
C1(CCCCC1)NC(CC1=CNC2=CC=CC=C12)=O,Cannabinoids
ClC=1C=CC2=C(C(=[N+](CC(=N2)NC)[O-])C2=CC=CC=C2)C1,Benzodiazepines
ClC1=CC=C(C=C1)C(C)N1CCC(CC1)N1C(NC2=C1C=CC=C2)=O,Opioids
O=C(C1=CN(CC2CCCCC2)C3=C1C=CC=C3)C4=C5C=CC=CC5=C(C)C=C4,Cannabinoids
C1(CCCCC1)CNC(CC1=CN(C2=CC=CC=C12)CC1=CC=C(C=C1)F)=O,Cannabinoids
C1(CCCCC1)CN1N=C(C2=CC=CC=C12)C(=O)NC(C(=O)OCC1CCCCC1)C(C)(C)C,Cannabinoids
BrC=1C(=C(C(N(C1)CC1=CC=C(C=C1)F)=O)NC(=O)C1CCCCC1)C,Cannabinoids
C1(CCCCC1)NC(CC1=CN(C2=CC=CC=C12)CCCCC)=O,Cannabinoids
BrC1=CC=2C(=NCC=3N(C2S1)C(=NN3)C3CCCCC3)C3=C(C=CC=C3)Cl,Benzodiazepines
O=C(O)CCC(OC1N=C(C2=CC=CC=C2Cl)C3=CC(Br)=CC=C3NC1=O)=O,Benzodiazepines
FC1=CC=CC=C1C2=NC(C(N(CCC#N)C3=C2C=C(C=C3)Cl)=O)O,Benzodiazepines
CCCC(N([C@H]1[C@H](C)CN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O,Opioids
P(=O)(OP(=O)(O)OCC1OC(C(C1O)O)N1C(N=C(C=C1)N)=O)(OCC[N+](C)(C)C)[O-],Unknown
O=C(C1=C2C=CC=CC2=C(Cl)C=C1)C3=CN(CCCCCF)C4=C3C=CC=C4,Cannabinoids
ClC=1C=CC2=C(C3N(CC(N2C)=O)CCC2=CC=CC=C23)C1,Benzodiazepines
ClC=1C=CC2=C(C(=NCC=3N2C(=NC3)C)C3=C(C=CC=C3)Cl)C1,Benzodiazepines
ClC1=CC2=C(N(C(CC(N2C2=CC=CC=C2)=O)=O)C)C=C1,Benzodiazepines
BrC=1C=CC2=C(C(=NCC=3N2C(=NN3)C)C3=C(C=CC=C3)Cl)C1,Benzodiazepines
ClC1=CC=C(C=C1)CC1=NC2=C(N1CCN(CC)CC)C=CC=C2,Opioids
[O-][N+](C1=CC2=C(C=C1)NC(CN=C2C3=CC=CC=C3Cl)=O)=O,Benzodiazepines
ClC1=C(C=CC=C1)C1=NCC=2N(C3=C1C=C(C=C3)[N+](=O)[O-])C(=NN2)C,Benzodiazepines
ClC1=C(C=CC=C1)C=1C2=C(N(C(CN1)=O)CC1CC1)C=CC(=C2)[N+](=O)[O-],Benzodiazepines
ClC1=CC=C(C=C1)CC1=NC2=C(N1CCN(CC)CC)C=CC(=C2)[N+](=O)[O-],Opioids
ClC1=C(C=CC=C1)C=1C2=C(N(C(CN1)=O)C)SC(=C2)CC,Benzodiazepines
ClC1=CC=2C(=NCC=3N(C2S1)C(=NN3)C)C3=C(C=CC=C3)Cl,Benzodiazepines
ClC=1C=CC2=C(C3(N(CC(N2)=O)CCO3)C3=C(C=CC=C3)Cl)C1,Benzodiazepines
ClC=1C=CC2=C(N=C(C3=C(N2)C=CC=C3)N3CCN(CC3)C)C1,Unknown
ClC(C(NC)C)C1=CC=CC=C1,Phenethylamines
CN1[C@H]2CC[C@@H]1[C@@H](C(OC)=O)[C@@H](OC(C3=CC=CC=C3)=O)C2,Plants & extracts
CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,Opioids
O=C(NC1=C2C(OC(C)=C2C)=NC3=C1CCCC3)CN4C(CCC4)=O,Piperidines & pyrrolidines
O[C@H]1C[C@@]2([H])CC[C@@H](CO)C[C@]2([H])[C@@H](C3=CC=C(C(CCCCCC)(C)C)C=C3O)C1,Cannabinoids
OC1=CC(C(CCCCCC)(C)C)=CC=C1[C@H]2C[C@@H](O)CCC2,Cannabinoids
OC1=CC(C(CCCCCCC)(C)C)=CC=C1[C@@H]2C[C@@H](O)CCC2,Cannabinoids
O[C@H]1C[C@@H](C2=CC=C(C(C)(C)CCCCCC)C=C2O)[C@H](CCCO)CC1,Cannabinoids
ClCCCN1CCN(C2=CC=CC(Cl)=C2)CC1,Piperazine derivates
CN1C(CN2C=C(C(CC3=CC=CC=C3OC)=O)C4=C2C=CC=C4)CCCC1,Cannabinoids
C/C=C/C(N(C1=CC=CC=C1)C2CCN(CCC3=CC=CC=C3)CC2)=O,Opioids
C12C(CC(CC1)C2)CN2C1=C(C=3C=CC=CC23)C(N(C=C1)C(C)(C)C1=CC=CC=C1)=O,Cannabinoids
O=C(C1=CN(CCCC)C2=C1C=CC=C2)NC(C)(C3=CC=CC=C3)C,Cannabinoids
C1(CCC1)CCN1C=C(C2=CC=CC=C12)C(=O)NC(C)(C)C1=CC=CC=C1,Cannabinoids
C1(CCC1)CN1C2=C(C=3C=CC=CC13)C(N(C=C2)C(C)(C2=CC=CC=C2)C)=O,Cannabinoids
C1(CCC1)CN1C=C(C2=CC=CC=C12)C(=O)NC(C)(C)C1=CC=CC=C1,Cannabinoids
C1(CCC1)CN1N=C(C2=CC=CC=C12)C(=O)NC(C)(C)C1=CC=CC=C1,Cannabinoids
C1(CCCCC1)CN1C2=C(C=3C=CC=CC13)C(N(C=C2)C(C)(C2=CC=CC=C2)C)=O,Cannabinoids
C1(CCCCC1)S(=O)(=O)N1N=C(C2=CC=CC=C12)C(=O)NC(C)(C)C1=CC=CC=C1,Cannabinoids
ClC1(CCCCC1)S(=O)(=O)N1N=C(C2=CC=CC=C12)C(=O)NC(C)(C)C1=CC=CC=C1,Cannabinoids
C1(CC1)CCN1C=C(C2=CC=CC=C12)C(=O)NC(C)(C)C1=CC=CC=C1,Cannabinoids
C1(=CC=CC=C1)C(C)(C)NC(=O)C1=NNC2=CC=CC=C12,Cannabinoids
C12C(CC(CC1)C2)CN2C=C(C1=CC=CC=C21)C(=O)NC(C)(C)C2=CC=CC=C2,Cannabinoids
